"","Teleological","MechanisticAgent","MechanisticLayout","NumCauses","Contrastive","SufficientDetail","Satisfying","Complete","Trust","EID","PID","type","SID","ExplanationNeed","ExplanationCuriosity","GenderAnnotator","AgeAnnotator","expPID","GenderExplainer","AgeExplainer"
"3983",3,2,1,1,FALSE,2,2,2,2,"482","63233b6cfc33c42fb00e3d9b","Counterfactual",7,1,"To know that I understand the self-driving car correctly.","Male","35-44 years old","63614a372fef8174fe8363f1","Male","18-24 years old"
"3984",5,5,4,1,TRUE,5,5,4,5,"482","646cfc663c6a71e2ab992704","Counterfactual",7,4,"To know what the self-driving car would have done if something had been different.","Male","65+ years old","63614a372fef8174fe8363f1","Male","18-24 years old"
"3985",1,4,1,1,TRUE,2,1,1,1,"482","60ba366b3792b3b40b6716bc","Counterfactual",7,1,"To know that I understand the self-driving car correctly.","Female","35-44 years old","63614a372fef8174fe8363f1","Male","18-24 years old"
"3986",2,1,1,0,TRUE,1,1,1,4,"482","650ddb31882ae49811d4342f","Counterfactual",7,4,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","18-24 years old","63614a372fef8174fe8363f1","Male","18-24 years old"
"3987",3,1,5,2,FALSE,3,2,2,2,"502","5c818f0d4f23cf000132ad6f","Teleological",8,1,"To know what the self-driving car would have done if something had been different.","Female","65+ years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"3988",5,5,5,1,FALSE,3,3,3,4,"502","62dc597fd77d6332766c29a4","Teleological",8,4,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"3989",2,2,3,1,FALSE,2,2,2,4,"502","60b69129f584ee4e38acf2a0","Teleological",8,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","35-44 years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"3990",4,2,5,1,FALSE,5,5,4,5,"502","61092dc329e0316f7d717c8f","Teleological",8,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"3991",1,1,5,1,FALSE,5,5,5,3,"502","628fa4639666e8550aa139d5","Teleological",8,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","60ff4387de3f14b5f8d5aa0d","Female","25-34 years old"
"3992",5,1,5,1,FALSE,5,5,5,5,"503","5c818f0d4f23cf000132ad6f","Teleological",8,1,"To know what the self-driving car would have done if something had been different.","Female","65+ years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"3993",5,5,4,1,TRUE,4,4,4,5,"503","5f85f217f845b10f388f2ce7","Teleological",8,2,"To know that I understand the self-driving car correctly.","Female","45-54 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"3994",4,3,1,1,FALSE,2,4,3,3,"503","60b69129f584ee4e38acf2a0","Teleological",8,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.","Male","35-44 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"3995",5,2,2,1,FALSE,4,5,4,4,"503","61092dc329e0316f7d717c8f","Teleological",8,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"3996",3,3,4,1,FALSE,3,4,4,4,"503","648c815013ff60a0d783f986","Teleological",8,5,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"3997",5,1,5,1,FALSE,3,5,3,5,"503","5fc1976d9ea7b31c6ae74f9f","Teleological",8,2,"To know why the self-driving car did not make some other decision.","Male","18-24 years old","60e5f1ae185cdcabc12f7d03","Female","18-24 years old"
"3998",1,1,3,1,TRUE,4,4,4,4,"506","5c818f0d4f23cf000132ad6f","Teleological",8,1,"To know what the self-driving car would have done if something had been different.","Female","65+ years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"3999",1,5,1,1,TRUE,3,3,2,3,"506","5f7b85c23139fa143589b106","Teleological",8,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","45-54 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"4000",5,5,5,2,TRUE,5,4,4,5,"506","5f85f217f845b10f388f2ce7","Teleological",8,2,"To know that I understand the self-driving car correctly.","Female","45-54 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"4001",3,5,5,1,TRUE,2,3,4,4,"506","61092dc329e0316f7d717c8f","Teleological",8,2,"To know that I understand the self-driving car correctly.","Female","18-24 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"4002",2,2,3,2,FALSE,5,3,5,3,"506","5b25d4db0ec82d0001d1fdde","Teleological",8,4,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","25-34 years old","63d183039a2a00eb93f82ecc","Male","45-54 years old"
"4003",5,5,5,2,FALSE,5,5,5,2,"512","5c818f0d4f23cf000132ad6f","Teleological",8,1,"To know what the self-driving car would have done if something had been different.","Female","65+ years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"4004",4,4,1,1,TRUE,2,2,2,3,"512","652ec5f6e37f499dbe95eb11","Teleological",8,1,"To know that I understand the self-driving car correctly.","Female","25-34 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"4005",4,4,4,1,TRUE,4,4,4,4,"512","63d41123bd9ac5e95fc74616","Teleological",8,1,"To know what the self-driving car would have done if something had been different.","Female","25-34 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"4006",4,4,4,2,TRUE,3,3,3,3,"512","5e7d11401ae8680ca60eed9e","Teleological",8,2,"To understand what the self-driving car would do next.","Female","35-44 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"4007",3,3,3,1,TRUE,4,3,4,3,"512","5b25d4db0ec82d0001d1fdde","Teleological",8,4,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Female","25-34 years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"4008",4,5,4,1,FALSE,4,4,3,2,"512","648c815013ff60a0d783f986","Teleological",8,5,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","65+ years old","63f12fc6565fc10f6999d2da","Male","65+ years old"
"4009",5,4,5,1,TRUE,5,5,5,2,"529","5c818f0d4f23cf000132ad6f","Mechanistic",8,1,"To know what the self-driving car would have done if something had been different.","Female","65+ years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"4010",5,5,5,2,FALSE,5,5,5,5,"529","5f85f217f845b10f388f2ce7","Mechanistic",8,2,"To know that I understand the self-driving car correctly.","Female","45-54 years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"4011",4,4,4,3,FALSE,4,4,4,4,"529","5f4962321798ec4bf94a655f","Mechanistic",8,3,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","35-44 years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"4012",1,5,2,2,FALSE,4,4,2,3,"529","5ed1d52eea444913b2d4576d","Mechanistic",8,3,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Male","18-24 years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"4013",5,5,5,3,FALSE,5,5,5,5,"529","61084ec63919365662b9cc02","Mechanistic",8,5,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","6394e83b4be197877056c3bd","Female","55-64 years old"
"4014",5,1,5,1,FALSE,5,5,5,4,"534","5c818f0d4f23cf000132ad6f","Mechanistic",8,1,"To know what the self-driving car would have done if something had been different.","Female","65+ years old","5e39ae3487243b1c74d14f9f","Female","25-34 years old"
"4015",5,4,4,3,TRUE,4,2,3,2,"534","652ec5f6e37f499dbe95eb11","Mechanistic",8,1,"To know that I understand the self-driving car correctly.","Female","25-34 years old","5e39ae3487243b1c74d14f9f","Female","25-34 years old"
"4016",1,5,5,2,FALSE,4,2,2,3,"534","5e7d11401ae8680ca60eed9e","Mechanistic",8,2,"To understand what the self-driving car would do next.","Female","35-44 years old","5e39ae3487243b1c74d14f9f","Female","25-34 years old"
"4017",2,5,2,1,FALSE,5,5,5,3,"534","628fa4639666e8550aa139d5","Mechanistic",8,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","5e39ae3487243b1c74d14f9f","Female","25-34 years old"
"4018",5,1,5,2,FALSE,5,5,5,5,"534","5fc1976d9ea7b31c6ae74f9f","Mechanistic",8,2,"To know why the self-driving car did not make some other decision.","Male","18-24 years old","5e39ae3487243b1c74d14f9f","Female","25-34 years old"
"4019",1,1,4,1,TRUE,4,5,5,2,"538","5c818f0d4f23cf000132ad6f","Mechanistic",8,1,"To know what the self-driving car would have done if something had been different.","Female","65+ years old","60df170e87ffb851efa3f7ad","Non-binary / third gender","18-24 years old"
"4020",5,5,5,1,TRUE,5,5,5,5,"538","652cc1b92c358b7f3975f91b","Mechanistic",8,5,"I was surprised by the self-driving car's actions and want to know what I missed.","Male","55-64 years old","60df170e87ffb851efa3f7ad","Non-binary / third gender","18-24 years old"
"4021",2,5,3,1,FALSE,2,3,2,1,"538","6505eee52e6e130a627ad7d9","Mechanistic",8,2,"To know what the self-driving car would have done if something had been different.","Female","25-34 years old","60df170e87ffb851efa3f7ad","Non-binary / third gender","18-24 years old"
"4022",4,2,2,1,FALSE,3,3,3,4,"538","653177c02de58f0b5da387a9","Mechanistic",8,2,"To know that I understand the self-driving car correctly.","Male","45-54 years old","60df170e87ffb851efa3f7ad","Non-binary / third gender","18-24 years old"
"4023",1,4,3,0,FALSE,5,5,5,3,"538","5fc1976d9ea7b31c6ae74f9f","Mechanistic",8,2,"To know why the self-driving car did not make some other decision.","Male","18-24 years old","60df170e87ffb851efa3f7ad","Non-binary / third gender","18-24 years old"
"4024",5,1,5,2,FALSE,5,5,5,2,"539","5c818f0d4f23cf000132ad6f","Mechanistic",8,1,"To know what the self-driving car would have done if something had been different.","Female","65+ years old","611feee3fbf3a45d9af39eeb","Male","25-34 years old"
"4025",5,5,5,2,FALSE,4,4,5,4,"539","652ec5f6e37f499dbe95eb11","Mechanistic",8,1,"To know that I understand the self-driving car correctly.","Female","25-34 years old","611feee3fbf3a45d9af39eeb","Male","25-34 years old"
"4026",2,2,2,1,FALSE,4,4,3,3,"539","63d41123bd9ac5e95fc74616","Mechanistic",8,1,"To know what the self-driving car would have done if something had been different.","Female","25-34 years old","611feee3fbf3a45d9af39eeb","Male","25-34 years old"
"4027",2,3,4,2,FALSE,2,2,2,4,"539","61084ec63919365662b9cc02","Mechanistic",8,5,"To know that I understand the self-driving car correctly.,To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.,I was surprised by the self-driving car's actions and want to know what I missed.","Female","25-34 years old","611feee3fbf3a45d9af39eeb","Male","25-34 years old"
"4028",4,2,3,2,FALSE,2,2,2,3,"539","63d7b1a0af0a978609a30e3b","Mechanistic",8,2,"To know why the self-driving car did not make some other decision.,To know what the self-driving car would have done if something had been different.","Male","25-34 years old","611feee3fbf3a45d9af39eeb","Male","25-34 years old"
"4029",1,1,1,1,TRUE,1,1,1,1,"542","5c818f0d4f23cf000132ad6f","Mechanistic",8,1,"To know what the self-driving car would have done if something had been different.","Female","65+ years old","6158f8d1ad08e224c817b97b","Male","18-24 years old"
"4030",3,1,5,2,FALSE,1,2,1,2,"542","5f7b85c23139fa143589b106","Mechanistic",8,2,"To know that I understand the self-driving car correctly.,To understand what the self-driving car would do next.,To know what the self-driving car would have done if something had been different.","Female","45-54 years old","6158f8d1ad08e224c817b97b","Male","18-24 years old"
"4031",2,2,2,1,FALSE,4,4,4,3,"542","63d41123bd9ac5e95fc74616","Mechanistic",8,1,"To know what the self-driving car would have done if something had been different.","Female","25-34 years old","6158f8d1ad08e224c817b97b","Male","18-24 years old"
"4032",3,1,4,0,FALSE,2,2,1,2,"542","6298da02915d3fdba6ad828a","Mechanistic",8,3,"To know what the self-driving car would have done if something had been different.","Female","45-54 years old","6158f8d1ad08e224c817b97b","Male","18-24 years old"
"4033",1,3,1,1,FALSE,2,2,2,3,"542","628fa4639666e8550aa139d5","Mechanistic",8,2,"To know what the self-driving car would have done if something had been different.","Male","25-34 years old","6158f8d1ad08e224c817b97b","Male","18-24 years old"
"4034",3,1,4,1,FALSE,2,2,2,5,"542","63e5bbe4aa8fac2e51d4fe5c","Mechanistic",8,2,"To know that I understand the self-driving car correctly.,To know what the self-driving car would have done if something had been different.","Male","18-24 years old","6158f8d1ad08e224c817b97b","Male","18-24 years old"
